Soil Resistivity (Ohm-m),pH,Moisture Equivalent(%),exposure time,Air pore space (%),Clay %,Pipe Diameter (inches),Iron and Steel Type,Loss Oz/ft2
12.15,7.0,28.6,4.37,1.1,52.5,1.5,Open Hearth iron,3.75
29.8,7.3,46.4,16.9,20.9,18.6,3.0,Wrought Iron,4.7
112.0,3.8,7.0,4.6,3.5,4.5,1.5,Wrought Iron,4.45
74.6,6.6,13.0,3.96,27.8,6.6,1.5,Bessemer Steel,1.2
4.19,6.71,24.66,7.7,2.54,62.72,1.49,Open Hearth iron,11.54
12.15,7.0,28.6,3.75,1.1,52.5,3.0,Bessemer Steel,4.36
21.2,4.4,34.3,2.22,3.7,63.6,1.5,Bessemer Steel,1.48
9.66,6.07,32.84,2.1,2.27,46.96,1.55,Bessemer Steel,2.04
21.2,4.4,34.3,11.5,3.7,63.6,1.5,Open Hearth iron,5.0
23.18,6.95,55.76,4.32,27.09,36.78,3.0,Wrought Iron,1.39
8.0,6.8,72.8,2.64,34.0,46.2,3.0,Open Hearth iron,2.29
23.7,6.2,31.2,4.0,10.8,30.9,1.5,Wrought Iron,2.6
28.2,6.8,24.8,1.58,15.8,52.1,3.0,Wrought Iron,0.9
0.69,3.19,55.58,8.0,68.78,65.11,1.58,Bessemer Steel,11.29
15.0,7.0,7.6,10.2,23.2,30.9,3.0,Bessemer Steel,4.8
2.78,9.4,24.7,1.9,6.1,6.2,3.0,Wrought Iron,5.8
12.65,4.29,34.4,12.0,26.51,71.1,2.91,Open Hearth iron,18.02
85.0,4.9,29.4,5.21,5.4,1.2,1.5,Bessemer Steel,2.98
9.7,6.0,33.0,9.68,2.3,47.1,1.5,Open Hearth iron,6.82
109.34,5.78,15.29,9.04,23.59,15.53,3.0,Bessemer Steel,3.93
17.75,7.34,25.89,11.7,9.55,36.0,1.55,Bessemer Steel,3.01
12.14,7.01,28.68,11.7,1.12,52.5,2.86,Wrought Iron,9.72
13.11,5.21,33.04,17.4,7.03,40.45,3.12,Wrought Iron,5.54
66.75,5.56,22.28,1.2,7.15,17.53,1.56,Open Hearth iron,1.56
29.53,5.93,30.61,5.1,10.55,29.1,3.0,Wrought Iron,4.09
34.14,7.01,20.58,6.72,12.71,30.34,3.0,Bessemer Steel,3.1
21.29,4.46,34.27,7.7,3.8,63.47,1.53,Open Hearth iron,4.07
92.76,5.97,17.46,10.26,21.07,18.12,1.5,Bessemer Steel,3.65
51.5,4.9,28.4,7.85,9.6,22.3,3.0,Open Hearth iron,6.28
205.0,4.7,2.8,3.11,38.1,0.6,3.0,Bessemer Steel,1.72
5.69,3.83,42.67,8.1,1.83,87.84,1.49,Open Hearth iron,4.54
21.31,4.33,34.16,3.5,3.81,63.59,1.49,Open Hearth iron,2.46
13.28,5.27,33.18,1.5,7.03,40.34,1.53,Wrought Iron,0.57
177.96,4.77,29.07,2.1,18.22,46.07,1.53,Bessemer Steel,1.82
8.0,6.8,72.77,7.6,33.89,46.16,2.92,Open Hearth iron,8.89
35.12,6.16,17.18,7.8,14.4,13.93,1.51,Bessemer Steel,4.31
114.0,4.5,13.0,4.43,34.7,5.6,3.0,Wrought Iron,0.54
74.41,5.59,24.07,5.9,7.34,15.35,3.07,Wrought Iron,3.2
136.89,4.8,34.88,6.1,14.99,45.82,3.0,Bessemer Steel,6.22
57.01,7.29,17.65,0.8,11.83,15.77,1.48,Open Hearth iron,0.33
4.89,7.5,54.4,12.0,5.7,70.4,1.5,Open Hearth iron,8.1
74.39,5.5,24.28,8.1,7.48,15.11,1.32,Wrought Iron,4.46
74.42,5.57,24.32,9.9,7.49,15.05,3.14,Wrought Iron,5.22
13.2,5.3,33.1,12.0,6.9,40.3,1.5,Open Hearth iron,6.0
82.66,4.26,22.23,2.1,11.98,26.65,3.24,Open Hearth iron,2.35
35.29,6.16,17.18,3.7,14.53,13.92,1.45,Bessemer Steel,2.22
1.3,7.0,29.4,8.58,7.2,32.4,3.0,Open Hearth iron,4.2
61.02,5.27,31.23,6.38,10.23,38.81,3.0,Wrought Iron,5.09
112.0,4.5,13.8,6.0,16.0,17.6,1.5,Bessemer Steel,2.3
74.4,5.6,24.2,6.1,7.5,15.3,3.0,Open Hearth iron,3.1
4.89,7.5,54.4,8.88,5.7,70.4,3.0,Wrought Iron,6.35
9.7,6.0,33.0,4.75,2.3,47.1,1.5,Open Hearth iron,4.48
35.1,6.23,16.94,1.1,14.37,14.0,1.66,Bessemer Steel,0.38
51.5,4.9,28.4,9.69,9.6,22.3,3.0,Bessemer Steel,7.51
2.9,9.5,21.7,5.29,34.5,9.4,3.0,Open Hearth iron,4.74
11.4,7.3,28.4,10.69,16.6,20.3,1.5,Bessemer Steel,3.44
56.96,7.19,17.78,1.0,11.73,15.77,2.97,Open Hearth iron,0.48
21.2,4.4,34.3,4.83,3.7,63.6,1.5,Wrought Iron,3.07
23.7,6.2,31.2,4.58,10.8,30.9,1.5,Wrought Iron,3.13
59.8,4.5,30.8,5.9,4.4,51.7,3.0,Open Hearth iron,6.1
15.0,7.0,7.6,10.2,23.2,30.9,3.0,Bessemer Steel,4.8
21.2,4.4,34.3,15.46,3.7,63.6,3.0,Wrought Iron,5.39
25.4,7.64,14.49,14.0,33.72,12.04,3.0,Wrought Iron,5.06
431.0,5.9,12.2,5.82,40.6,7.2,1.5,Wrought Iron,0.62
2.9,9.5,21.7,3.0,34.5,9.4,1.5,Bessemer Steel,3.59
12.06,5.53,33.07,4.91,5.41,42.51,3.0,Wrought Iron,3.19
177.9,4.8,29.1,6.38,18.2,46.1,3.0,Wrought Iron,3.78
177.9,4.8,29.1,5.41,18.2,46.1,3.0,Wrought Iron,3.75
11.4,7.3,28.4,3.06,16.6,20.3,3.0,Wrought Iron,1.04
2.51,7.32,14.75,1.1,18.68,26.65,1.61,Wrought Iron,1.21
5.51,3.63,42.54,8.0,1.92,87.64,1.38,Bessemer Steel,5.32
74.6,6.6,13.0,7.41,27.8,6.6,3.0,Wrought Iron,4.35
431.0,5.9,12.2,4.1,40.6,7.2,1.5,Wrought Iron,0.7
34.78,7.99,21.33,8.99,14.33,6.03,1.5,Wrought Iron,15.11
111.93,4.42,13.78,17.7,15.91,17.56,1.45,Wrought Iron,4.12
2.78,9.4,24.7,8.0,6.1,6.2,1.5,Bessemer Steel,18.6
17.7,7.6,25.7,12.92,2.6,46.1,3.0,Wrought Iron,3.67
31.9,7.1,12.4,16.45,33.5,12.8,1.5,Wrought Iron,5.37
177.9,4.8,29.1,10.26,18.2,46.1,3.0,Bessemer Steel,4.1
25.15,6.5,29.08,5.69,13.13,29.22,3.0,Wrought Iron,2.99
137.0,4.7,34.8,2.71,14.9,45.8,1.5,Open Hearth iron,3.51
2.63,7.4,14.8,5.8,18.7,26.7,1.5,Wrought Iron,3.2
2.63,7.4,14.8,9.8,18.7,26.7,3.0,Bessemer Steel,12.3
29.8,7.3,46.4,1.0,20.9,18.6,3.0,Wrought Iron,0.8
34.19,3.49,50.33,3.94,55.6,60.27,1.5,Wrought Iron,5.49
9.59,6.02,33.18,11.9,2.24,46.98,3.0,Bessemer Steel,6.85
17.7,7.6,25.7,9.72,2.6,46.1,1.5,Bessemer Steel,2.22
6.89,7.26,37.45,2.1,2.14,44.98,3.05,Open Hearth iron,2.32
59.8,4.5,30.8,5.65,4.4,51.7,1.5,Open Hearth iron,4.97
110.0,5.3,32.0,6.0,15.5,53.1,1.5,Open Hearth iron,1.1
3.3,7.6,37.0,11.6,8.7,70.1,1.5,Open Hearth iron,8.05
3.3,7.6,37.0,5.8,8.7,70.1,1.5,Open Hearth iron,3.2
0.6,3.1,55.4,1.3,68.9,65.0,1.5,Wrought Iron,1.7
20.6,7.3,18.0,3.05,10.9,26.0,3.0,Bessemer Steel,1.52
112.0,4.5,13.8,11.06,16.0,17.6,1.5,Wrought Iron,3.23
74.54,5.55,24.24,1.6,7.54,15.39,1.64,Open Hearth iron,0.86
1.28,6.98,29.41,8.3,7.27,32.43,3.12,Bessemer Steel,4.55
15.0,7.0,7.6,11.54,23.2,30.9,1.5,Wrought Iron,5.0
28.23,7.33,23.53,10.3,4.7,35.6,3.0,Open Hearth iron,5.57
13.2,5.3,33.1,6.82,6.9,40.3,1.5,Bessemer Steel,4.41
59.8,4.5,30.8,2.43,4.4,51.7,1.5,Bessemer Steel,2.25
74.4,5.6,24.2,8.0,7.5,15.3,1.5,Wrought Iron,4.5
20.72,7.11,18.09,12.2,10.76,26.12,2.94,Bessemer Steel,2.63
112.0,3.8,7.0,6.69,3.5,4.5,1.5,Open Hearth iron,4.75
59.8,4.5,30.8,11.8,4.4,51.7,1.5,Bessemer Steel,9.0
205.0,4.7,2.8,10.44,38.1,0.6,3.0,Open Hearth iron,2.57
112.0,3.8,7.0,8.38,3.5,4.5,3.0,Wrought Iron,6.65
23.54,6.95,27.08,3.02,14.47,55.47,1.5,Wrought Iron,2.27
74.6,6.6,13.0,11.55,27.8,6.6,1.5,Open Hearth iron,4.31
112.14,4.55,13.8,8.0,15.97,17.59,1.73,Open Hearth iron,2.13
3.5,7.72,37.02,1.2,8.65,70.13,3.09,Wrought Iron,0.71
386.0,4.5,3.0,9.05,32.1,2.6,1.5,Wrought Iron,2.1
35.09,6.2,17.29,11.7,14.24,13.79,3.07,Wrought Iron,4.86
13.15,7.0,28.8,11.37,4.9,35.8,1.5,Wrought Iron,7.47
21.18,4.48,34.31,7.6,3.8,63.69,2.72,Open Hearth iron,4.01
85.56,6.2,18.88,8.72,23.99,20.99,1.5,Wrought Iron,3.88
19.7,4.6,28.4,9.63,3.9,34.2,1.5,Bessemer Steel,2.9
11.4,7.3,28.4,1.34,16.6,20.3,3.0,Bessemer Steel,0.54
19.44,4.68,28.4,1.43,4.29,33.77,1.5,Bessemer Steel,0.79
24.86,7.21,18.81,3.42,11.47,27.37,1.5,Open Hearth iron,1.25
1.66,5.6,43.6,7.01,3.47,9.8,1.5,Bessemer Steel,2.92
28.75,7.5,22.41,7.5,3.93,36.44,1.5,Open Hearth iron,2.79
21.2,4.4,34.3,13.64,3.7,63.6,1.5,Open Hearth iron,6.03
19.7,4.6,28.4,11.6,3.9,34.2,3.0,Wrought Iron,3.2
86.49,5.27,16.66,12.57,27.49,14.29,1.5,Wrought Iron,1.53
6.84,7.3,37.6,4.0,2.0,44.9,3.0,Open Hearth iron,2.7
175.91,5.03,6.6,4.14,33.69,5.14,1.5,Open Hearth iron,1.47
85.0,4.9,29.4,6.37,5.4,1.2,1.5,Bessemer Steel,3.5
23.7,6.2,31.2,6.0,10.8,30.9,1.5,Open Hearth iron,4.2
4.89,7.5,54.4,4.0,5.7,70.4,3.0,Wrought Iron,3.1
29.8,7.3,46.4,1.0,20.9,18.6,3.0,Open Hearth iron,0.8
205.0,4.7,2.8,17.7,38.1,0.6,1.5,Open Hearth iron,4.9
49.0,6.7,23.4,9.79,14.7,35.1,1.5,Bessemer Steel,4.07
12.17,7.15,28.5,5.4,1.03,52.51,2.94,Open Hearth iron,5.52
82.9,4.4,22.2,12.0,12.0,26.5,3.0,Open Hearth iron,7.6
8.0,6.8,72.8,6.44,34.0,46.2,1.5,Open Hearth iron,6.01
177.77,4.69,29.11,12.1,18.28,45.97,3.05,Bessemer Steel,3.83
12.7,4.2,34.5,4.96,26.6,71.2,1.5,Bessemer Steel,8.2
4.08,6.8,24.6,8.06,2.5,62.6,1.5,Wrought Iron,13.53
2.9,9.5,21.7,2.23,34.5,9.4,3.0,Open Hearth iron,4.19
10.0,8.8,31.2,5.54,7.2,31.2,1.5,Bessemer Steel,2.35
205.0,4.7,2.8,15.95,38.1,0.6,3.0,Wrought Iron,5.22
10.0,8.8,31.2,3.61,7.2,31.2,3.0,Bessemer Steel,1.21
205.0,4.7,2.8,7.9,38.1,0.6,1.5,Bessemer Steel,2.75
35.2,6.2,17.2,11.12,14.4,13.9,3.0,Open Hearth iron,4.19
17.78,7.07,25.74,3.7,9.47,36.01,3.0,Bessemer Steel,1.48
2.78,9.4,24.7,10.75,6.1,6.2,1.5,Wrought Iron,21.46
17.8,7.2,25.8,1.0,9.5,36.0,3.0,Open Hearth iron,0.4
11.09,7.01,34.78,10.78,3.35,30.07,1.5,Bessemer Steel,7.81
9.7,6.0,33.0,8.68,2.3,47.1,1.5,Open Hearth iron,6.57
5.7,3.7,42.6,6.0,1.9,87.8,3.0,Wrought Iron,3.1
17.7,7.6,25.7,14.19,2.6,46.1,1.5,Bessemer Steel,5.02
2.78,9.4,24.7,6.28,6.1,6.2,3.0,Bessemer Steel,14.04
7.92,6.91,72.88,5.6,33.98,46.06,1.45,Bessemer Steel,5.55
386.0,4.5,3.0,1.87,32.1,2.6,3.0,Wrought Iron,0.25
81.29,5.94,16.44,4.48,26.29,5.78,3.0,Wrought Iron,6.23
29.8,7.3,46.4,14.4,20.9,18.6,3.0,Bessemer Steel,4.34
112.0,3.8,7.0,2.0,3.5,4.5,3.0,Open Hearth iron,2.4
19.7,4.6,28.4,7.54,3.9,34.2,1.5,Bessemer Steel,2.78
3.3,7.6,37.0,5.59,8.7,70.1,1.5,Open Hearth iron,3.06
59.8,4.5,30.8,16.37,4.4,51.7,1.5,Open Hearth iron,8.08
0.6,3.1,55.4,2.5,68.9,65.0,1.5,Bessemer Steel,3.65
74.4,5.6,24.2,12.0,7.5,15.3,3.0,Wrought Iron,6.3
385.86,4.49,3.1,8.0,31.92,2.54,2.98,Bessemer Steel,2.12
205.0,4.7,2.8,15.48,38.1,0.6,3.0,Open Hearth iron,3.84
15.18,6.87,64.75,2.57,30.73,41.75,1.5,Open Hearth iron,0.8
35.2,6.2,17.2,11.8,14.4,13.9,1.5,Bessemer Steel,5.5
28.2,6.8,24.8,8.88,15.8,52.1,1.5,Wrought Iron,3.84
112.0,4.5,13.8,4.14,16.0,17.6,3.0,Bessemer Steel,1.6
112.0,4.5,13.8,6.0,16.0,17.6,3.0,Open Hearth iron,1.8
9.76,6.08,33.05,1.8,2.44,47.19,1.64,Wrought Iron,2.25
431.0,5.9,12.2,1.9,40.6,7.2,3.0,Wrought Iron,0.1
2.63,7.4,14.8,8.05,18.7,26.7,3.0,Wrought Iron,5.51
111.93,3.8,6.95,4.2,3.42,4.57,1.51,Open Hearth iron,4.15
0.75,3.01,55.4,9.8,68.74,64.77,2.99,Open Hearth iron,11.19
4.89,7.5,54.4,16.49,5.7,70.4,1.5,Wrought Iron,11.63
13.15,7.0,28.8,7.6,4.9,35.8,3.0,Wrought Iron,5.12
4.05,6.83,24.6,1.6,2.4,62.68,1.6,Open Hearth iron,3.46
5.7,3.7,42.6,9.45,1.9,87.8,1.5,Open Hearth iron,5.51
2.72,9.36,24.82,10.0,6.12,6.18,2.9,Bessemer Steel,21.73
49.0,6.7,23.4,3.61,14.7,35.1,1.5,Open Hearth iron,1.56
1.72,5.68,43.55,14.1,3.51,9.68,1.3,Bessemer Steel,4.0
49.34,5.1,30.28,13.59,7.04,44.92,3.0,Wrought Iron,7.53
35.2,6.2,17.2,1.1,14.4,13.9,1.5,Open Hearth iron,0.3
2.78,9.4,24.7,11.08,6.1,6.2,1.5,Bessemer Steel,19.59
12.15,7.0,28.6,10.76,1.1,52.5,3.0,Bessemer Steel,10.47
205.0,4.56,2.68,7.9,38.02,0.67,1.4,Wrought Iron,2.23
13.27,5.2,32.95,8.0,6.75,40.28,1.35,Wrought Iron,5.67
35.2,6.2,17.2,5.08,14.4,13.9,3.0,Open Hearth iron,2.84
74.4,5.6,24.2,9.9,7.5,15.3,3.0,Bessemer Steel,4.7
12.15,7.0,28.6,11.6,1.1,52.5,3.0,Open Hearth iron,9.5
142.63,5.4,10.94,6.59,28.64,10.34,3.0,Wrought Iron,2.39
35.2,6.2,17.2,8.19,14.4,13.9,3.0,Wrought Iron,2.59
4.87,7.5,54.41,12.0,5.61,70.37,2.91,Bessemer Steel,8.13
4.89,7.5,54.4,4.57,5.7,70.4,1.5,Wrought Iron,3.94
205.0,4.7,2.8,4.95,38.1,0.6,1.5,Bessemer Steel,2.07
112.09,3.97,7.05,10.1,3.48,4.47,2.93,Bessemer Steel,8.54
20.91,7.39,17.92,12.0,11.0,25.97,1.39,Wrought Iron,2.78
110.0,5.3,32.0,4.78,15.5,53.1,1.5,Open Hearth iron,1.28
13.2,5.3,33.1,1.5,6.9,40.3,3.0,Open Hearth iron,0.6
177.9,4.8,29.1,17.6,18.2,46.1,1.5,Open Hearth iron,3.7
137.0,4.7,34.8,4.1,14.9,45.8,3.0,Bessemer Steel,5.1
36.22,6.73,38.8,4.61,20.71,38.56,3.0,Wrought Iron,5.42
136.89,4.42,34.83,6.0,14.7,45.78,3.05,Wrought Iron,5.69
112.0,4.5,13.8,14.5,16.0,17.6,1.5,Bessemer Steel,3.25
52.1,5.8,32.0,13.76,15.5,13.2,1.5,Bessemer Steel,4.07
6.84,7.3,37.6,11.99,2.0,44.9,1.5,Bessemer Steel,5.89
15.0,7.0,7.6,5.1,23.2,30.9,1.5,Bessemer Steel,3.0
66.69,5.66,22.31,1.2,7.03,17.67,2.99,Wrought Iron,1.16
22.26,7.26,18.32,2.49,11.12,26.53,1.5,Bessemer Steel,0.85
8.0,6.8,72.8,4.8,34.0,46.2,3.0,Bessemer Steel,4.23
110.0,5.3,32.0,4.0,15.5,53.1,3.0,Wrought Iron,1.0
112.0,4.5,13.8,8.73,16.0,17.6,3.0,Wrought Iron,1.89
26.19,6.76,50.89,7.13,25.44,41.28,1.5,Bessemer Steel,8.39
57.0,7.3,17.8,6.0,11.7,15.8,3.0,Open Hearth iron,2.24
114.0,4.5,13.0,7.83,34.7,5.6,1.5,Bessemer Steel,0.8
82.9,4.4,22.2,8.89,12.0,26.5,1.5,Bessemer Steel,5.3
49.0,6.7,23.4,8.0,14.7,35.1,3.0,Bessemer Steel,3.3
17.7,7.6,25.7,10.39,2.6,46.1,3.0,Open Hearth iron,2.62
1.3,7.0,29.4,4.72,7.2,32.4,3.0,Bessemer Steel,1.98
2.54,7.33,14.79,3.9,18.84,26.74,1.6,Wrought Iron,2.99
51.5,4.9,28.4,1.79,9.6,22.3,3.0,Bessemer Steel,1.5
1.3,7.0,29.4,3.84,7.2,32.4,3.0,Open Hearth iron,1.46
19.7,4.6,28.4,4.8,3.9,34.2,3.0,Bessemer Steel,1.91
9.7,6.0,33.0,4.1,2.3,47.1,1.5,Bessemer Steel,3.7
5.7,3.7,42.6,8.0,1.9,87.8,1.5,Wrought Iron,4.3
23.7,6.3,31.18,1.7,10.71,30.77,2.98,Wrought Iron,1.98
13.15,7.0,28.8,17.5,4.9,35.8,3.0,Open Hearth iron,11.1
17.67,7.62,25.85,8.1,2.52,46.05,1.67,Open Hearth iron,2.18
66.68,5.62,22.24,11.9,7.09,17.76,1.38,Wrought Iron,6.74
48.89,6.64,23.42,12.0,14.76,35.05,2.97,Open Hearth iron,4.52
7.55,8.33,25.75,8.14,11.02,29.7,1.5,Open Hearth iron,2.34
12.15,7.0,28.6,7.7,1.1,52.5,3.0,Wrought Iron,6.6
112.0,4.08,9.71,8.26,8.48,9.72,3.0,Open Hearth iron,2.64
13.06,7.13,28.67,17.4,5.01,35.72,1.46,Wrought Iron,9.59
4.85,7.38,54.41,17.7,5.73,70.49,1.46,Bessemer Steel,10.45
29.8,7.3,46.4,16.17,20.9,18.6,1.5,Open Hearth iron,3.93
31.9,7.1,12.4,4.74,33.5,12.8,1.5,Wrought Iron,2.02
51.5,4.9,28.4,1.7,9.6,22.3,1.5,Bessemer Steel,1.9
35.2,6.2,17.2,1.1,14.4,13.9,1.5,Wrought Iron,0.4
12.15,7.0,28.6,7.7,1.1,52.5,1.5,Bessemer Steel,6.6
29.8,7.3,46.4,12.14,20.9,18.6,3.0,Open Hearth iron,3.75
1.3,7.0,29.4,3.6,7.2,32.4,1.5,Open Hearth iron,1.1
12.15,7.0,28.6,11.6,1.1,52.5,1.5,Bessemer Steel,9.3
4.99,7.72,54.44,5.9,5.78,70.44,1.49,Open Hearth iron,6.2
35.2,6.2,17.2,9.9,14.4,13.9,3.0,Wrought Iron,5.0
1.3,7.0,29.4,16.23,7.2,32.4,1.5,Open Hearth iron,5.97
68.19,5.64,25.04,11.04,7.0,18.35,3.0,Open Hearth iron,5.3
74.4,5.6,24.2,8.0,7.5,15.3,3.0,Wrought Iron,4.9
1.3,7.0,29.4,6.6,7.2,32.4,1.5,Open Hearth iron,2.62
0.6,3.1,55.4,4.1,68.9,65.0,1.5,Bessemer Steel,4.8
112.02,3.86,7.07,2.0,3.52,4.63,1.45,Wrought Iron,2.4
28.2,6.8,24.8,3.5,15.8,52.1,3.0,Open Hearth iron,1.2
21.2,4.4,34.3,1.79,3.7,63.6,1.5,Wrought Iron,1.27
20.6,7.3,18.0,15.8,10.9,26.0,3.0,Wrought Iron,1.39
6.16,9.23,20.65,3.66,34.39,9.78,1.5,Open Hearth iron,3.03
82.9,4.4,22.2,11.44,12.0,26.5,3.0,Wrought Iron,7.16
3.3,7.6,37.0,3.08,8.7,70.1,3.0,Wrought Iron,1.43
5.7,3.7,42.6,16.83,1.9,87.8,1.5,Open Hearth iron,9.0
74.4,5.6,24.2,12.0,7.5,15.3,3.0,Bessemer Steel,6.4
13.24,6.95,28.69,17.5,5.03,35.75,2.81,Bessemer Steel,8.64
431.0,5.9,12.2,9.69,40.6,7.2,1.5,Open Hearth iron,0.88
9.7,6.0,33.0,5.7,2.3,47.1,1.5,Open Hearth iron,5.18
430.98,5.8,12.07,2.0,40.59,7.03,3.03,Bessemer Steel,0.24
112.0,4.5,13.8,2.0,16.0,17.6,3.0,Open Hearth iron,0.8
74.6,6.6,13.0,6.51,27.8,6.6,3.0,Wrought Iron,3.7
137.0,4.7,34.8,4.43,14.9,45.8,3.0,Wrought Iron,4.96
31.89,7.22,12.53,12.2,33.51,12.83,3.07,Open Hearth iron,3.69
46.42,6.72,20.17,10.77,20.51,34.23,1.5,Open Hearth iron,3.83
12.7,4.2,34.5,9.9,26.6,71.2,1.5,Bessemer Steel,13.85
82.9,4.4,22.2,8.36,12.0,26.5,3.0,Wrought Iron,4.86
74.6,6.6,13.0,6.07,27.8,6.6,1.5,Bessemer Steel,3.36
18.08,7.29,25.77,11.7,9.52,36.08,1.63,Open Hearth iron,3.45
137.0,4.7,34.8,11.69,14.9,45.8,1.5,Open Hearth iron,10.75
35.23,6.21,17.08,7.7,14.37,13.82,3.12,Open Hearth iron,1.66
19.7,4.6,28.4,10.41,3.9,34.2,1.5,Open Hearth iron,2.96
31.9,7.1,12.4,3.32,33.5,12.8,3.0,Open Hearth iron,1.04
5.7,3.7,42.6,6.07,1.9,87.8,3.0,Bessemer Steel,3.03
28.9,7.5,22.4,5.5,3.8,36.3,3.0,Bessemer Steel,2.8
1.3,7.0,29.4,1.38,7.2,32.4,3.0,Open Hearth iron,1.12
2.63,7.4,14.8,2.3,18.7,26.7,1.5,Bessemer Steel,2.15
74.6,6.6,13.0,12.0,27.8,6.6,3.0,Open Hearth iron,4.4
4.07,6.75,24.55,7.7,2.49,62.67,3.23,Wrought Iron,15.41
13.2,5.3,33.1,7.9,6.9,40.3,1.5,Bessemer Steel,4.7
31.9,7.1,12.4,8.0,33.5,12.8,1.5,Bessemer Steel,3.5
74.4,5.6,24.2,8.0,7.5,15.3,3.0,Bessemer Steel,4.9
0.6,3.1,55.4,3.41,68.9,65.0,1.5,Wrought Iron,5.84
25.7,8.39,22.29,9.87,11.99,6.08,3.0,Wrought Iron,16.48
19.7,4.6,28.4,9.79,3.9,34.2,3.0,Bessemer Steel,3.11
2.78,9.4,24.7,6.2,6.1,6.2,1.5,Bessemer Steel,15.7
82.78,4.57,22.29,10.0,12.11,26.42,1.48,Open Hearth iron,6.64
8.0,6.8,72.8,5.8,34.0,46.2,3.0,Open Hearth iron,5.6
12.7,4.2,34.5,10.9,26.6,71.2,1.5,Bessemer Steel,16.44
4.08,6.89,24.71,9.0,2.38,62.48,2.88,Wrought Iron,16.7
28.83,7.46,22.58,3.7,3.78,36.11,3.1,Wrought Iron,2.19
368.51,4.46,3.26,2.08,30.27,2.72,1.5,Bessemer Steel,0.75
4.89,7.5,54.4,6.02,5.7,70.4,3.0,Bessemer Steel,5.19
112.14,3.78,6.95,4.0,3.66,4.53,3.08,Bessemer Steel,4.62
29.8,7.3,46.4,6.12,20.9,18.6,1.5,Wrought Iron,2.1
8.01,6.65,72.73,11.7,34.15,46.34,1.46,Wrought Iron,13.93
12.15,7.0,28.6,7.14,1.1,52.5,3.0,Wrought Iron,6.29
83.08,4.55,22.21,10.0,11.98,26.54,2.89,Wrought Iron,5.68
17.7,7.6,25.7,16.23,2.6,46.1,1.5,Open Hearth iron,5.19
35.2,6.2,17.2,7.7,14.4,13.9,3.0,Wrought Iron,1.9
15.0,7.0,7.6,12.0,23.2,30.9,3.0,Bessemer Steel,5.8
1.12,7.09,29.39,1.1,7.3,32.37,1.53,Bessemer Steel,0.85
1.26,6.93,29.25,11.6,7.34,32.22,1.52,Bessemer Steel,5.37
66.82,5.55,22.12,4.2,6.87,17.66,1.43,Bessemer Steel,3.4
204.8,4.71,2.81,1.8,38.12,0.62,1.67,Open Hearth iron,0.64
11.4,7.3,28.4,10.85,16.6,20.3,3.0,Bessemer Steel,2.71
110.0,5.3,32.0,10.0,15.5,53.1,1.5,Open Hearth iron,1.4
0.6,3.1,55.4,7.56,68.9,65.0,1.5,Wrought Iron,13.5
137.0,4.7,34.8,3.95,14.9,45.8,1.5,Bessemer Steel,5.7
51.5,4.9,28.4,10.85,9.6,22.3,3.0,Open Hearth iron,6.86
35.2,6.2,17.2,6.86,14.4,13.9,3.0,Bessemer Steel,3.21
74.4,5.6,24.2,12.0,7.5,15.3,1.5,Open Hearth iron,4.8
112.0,4.5,13.8,5.09,16.0,17.6,3.0,Bessemer Steel,1.5
74.6,6.6,13.0,7.9,27.8,6.6,1.5,Bessemer Steel,4.5
31.9,7.1,12.4,6.2,33.5,12.8,1.5,Wrought Iron,2.3
2.18,2.6,43.4,14.3,33.2,46.2,1.5,Bessemer Steel,28.8
2.63,7.4,14.8,4.46,18.7,26.7,1.5,Open Hearth iron,3.37
1.3,7.0,29.4,1.1,7.2,32.4,3.0,Open Hearth iron,1.1
5.7,3.7,42.6,8.14,1.9,87.8,3.0,Bessemer Steel,4.05
112.0,4.5,13.8,5.88,16.0,17.6,1.5,Bessemer Steel,2.29
23.76,6.25,31.29,1.5,10.82,30.94,1.57,Open Hearth iron,2.17
8.14,6.96,72.72,11.7,34.13,46.09,1.68,Bessemer Steel,14.22
6.84,7.3,37.6,2.25,2.0,44.9,3.0,Bessemer Steel,2.27
5.38,4.32,39.02,14.42,2.02,82.79,3.0,Wrought Iron,8.19
114.0,4.5,13.0,7.22,34.7,5.6,3.0,Open Hearth iron,0.98
15.57,5.41,35.15,11.93,5.27,65.65,1.5,Wrought Iron,3.99
12.7,4.2,34.5,10.23,26.6,71.2,3.0,Open Hearth iron,15.6
385.98,4.37,2.92,17.1,32.01,2.59,1.52,Bessemer Steel,2.72
177.9,4.8,29.1,4.77,18.2,46.1,1.5,Open Hearth iron,3.02
12.15,7.0,28.6,3.36,1.1,51.92,1.5,Open Hearth iron,3.1
52.13,5.77,31.89,7.2,15.4,13.14,1.51,Bessemer Steel,3.42
66.7,5.6,22.2,2.27,7.0,17.7,1.5,Open Hearth iron,2.39
28.2,6.8,24.8,11.44,15.8,52.1,1.5,Bessemer Steel,4.97
137.21,4.76,34.97,8.2,14.83,45.78,1.55,Bessemer Steel,8.97
12.7,4.2,34.5,2.95,26.6,71.2,1.5,Bessemer Steel,3.84
20.45,7.32,17.86,1.9,11.04,26.02,1.6,Wrought Iron,0.73
12.7,4.2,34.5,5.58,26.6,71.2,1.5,Wrought Iron,8.63
31.9,7.1,12.4,11.64,33.5,12.8,1.5,Open Hearth iron,3.13
